Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","155","Vanuatu","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","223","Fc","Calculated data"
"TI","Trade Indices","236","Venezuela (Bolivarian Republic of)","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","5567827","Fc","Calculated data"
"TI","Trade Indices","236","Venezuela (Bolivarian Republic of)","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","53857","Fc","Calculated data"
"TI","Trade Indices","236","Venezuela (Bolivarian Republic of)","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","78","Fc","Calculated data"
"TI","Trade Indices","236","Venezuela (Bolivarian Republic of)","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","5160264","Fc","Calculated data"
"TI","Trade Indices","236","Venezuela (Bolivarian Republic of)","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","25751","Fc","Calculated data"
"TI","Trade Indices","236","Venezuela (Bolivarian Republic of)","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","85","Fc","Calculated data"
"TI","Trade Indices","237","Viet Nam","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","6353260","Fc","Calculated data"
"TI","Trade Indices","237","Viet Nam","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","4601044","Fc","Calculated data"
"TI","Trade Indices","237","Viet Nam","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","212","Fc","Calculated data"
"TI","Trade Indices","237","Viet Nam","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","3715486","Fc","Calculated data"
"TI","Trade Indices","237","Viet Nam","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","2609208","Fc","Calculated data"
"TI","Trade Indices","237","Viet Nam","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","200","Fc","Calculated data"
"TI","Trade Indices","181","Zimbabwe","65","Import Value Base Period Price","1882","Agricult.Products,Total","2013","2013","1000 $","913872","Fc","Calculated data"
"TI","Trade Indices","181","Zimbabwe","95","Export Value Base Price","1882","Agricult.Products,Total","2013","2013","1000 $","640169","Fc","Calculated data"
"TI","Trade Indices","181","Zimbabwe","494","Export Unit/Value Index (2004-2006 = 100)","1882","Agricult.Products,Total","2013","2013","","185","Fc","Calculated data"
"TI","Trade Indices","181","Zimbabwe","65","Import Value Base Period Price","1982","Food Excl Fish","2013","2013","1000 $","617257","Fc","Calculated data"
"TI","Trade Indices","181","Zimbabwe","95","Export Value Base Price","1982","Food Excl Fish","2013","2013","1000 $","136097","Fc","Calculated data"
"TI","Trade Indices","181","Zimbabwe","494","Export Unit/Value Index (2004-2006 = 100)","1982","Food Excl Fish","2013","2013","","95","Fc","Calculated data"
